BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,YEAR
QUEENS,FLUSHING-SOUTH,01 ONE FAMILY HOMES,223,2016
QUEENS,FLUSHING-SOUTH,02 TWO FAMILY HOMES,67,2016
QUEENS,FLUSHING-SOUTH,03 THREE FAMILY HOMES,9,2016
QUEENS,FOREST HILLS,01 ONE FAMILY HOMES,123,2016
QUEENS,FOREST HILLS,02 TWO FAMILY HOMES,27,2016
QUEENS,FRESH MEADOWS,01 ONE FAMILY HOMES,72,2016
QUEENS,FRESH MEADOWS,02 TWO FAMILY HOMES,18,2016
QUEENS,FRESH MEADOWS,03 THREE FAMILY HOMES,2,2016
QUEENS,GLEN OAKS,01 ONE FAMILY HOMES,29,2016
QUEENS,GLEN OAKS,02 TWO FAMILY HOMES,4,2016
QUEENS,GLEN OAKS,03 THREE FAMILY HOMES,1,2016
QUEENS,GLENDALE,01 ONE FAMILY HOMES,87,2016
QUEENS,GLENDALE,02 TWO FAMILY HOMES,101,2016
QUEENS,GLENDALE,03 THREE FAMILY HOMES,9,2016
QUEENS,HAMMELS,01 ONE FAMILY HOMES,9,2016
QUEENS,HAMMELS,02 TWO FAMILY HOMES,19,2016
QUEENS,HAMMELS,03 THREE FAMILY HOMES,1,2016
QUEENS,HILLCREST,01 ONE FAMILY HOMES,24,2016
QUEENS,HILLCREST,02 TWO FAMILY HOMES,5,2016
QUEENS,HOLLIS,01 ONE FAMILY HOMES,184,2016
QUEENS,HOLLIS,02 TWO FAMILY HOMES,59,2016
QUEENS,HOLLIS,03 THREE FAMILY HOMES,9,2016
QUEENS,HOLLIS HILLS,01 ONE FAMILY HOMES,29,2016
QUEENS,HOLLIS HILLS,02 TWO FAMILY HOMES,1,2016
QUEENS,HOLLISWOOD,01 ONE FAMILY HOMES,43,2016
QUEENS,HOLLISWOOD,02 TWO FAMILY HOMES,4,2016
QUEENS,HOLLISWOOD,03 THREE FAMILY HOMES,1,2016
QUEENS,HOWARD BEACH,01 ONE FAMILY HOMES,121,2016
QUEENS,HOWARD BEACH,02 TWO FAMILY HOMES,52,2016
QUEENS,HOWARD BEACH,03 THREE FAMILY HOMES,6,2016
QUEENS,JACKSON HEIGHTS,01 ONE FAMILY HOMES,70,2016
QUEENS,JACKSON HEIGHTS,02 TWO FAMILY HOMES,89,2016
QUEENS,JACKSON HEIGHTS,03 THREE FAMILY HOMES,32,2016
QUEENS,JAMAICA,01 ONE FAMILY HOMES,29,2016
QUEENS,JAMAICA,02 TWO FAMILY HOMES,44,2016
QUEENS,JAMAICA,03 THREE FAMILY HOMES,10,2016
QUEENS,JAMAICA BAY,01 ONE FAMILY HOMES,6,2016
QUEENS,JAMAICA BAY,02 TWO FAMILY HOMES,3,2016
QUEENS,JAMAICA ESTATES,01 ONE FAMILY HOMES,63,2016
QUEENS,JAMAICA ESTATES,02 TWO FAMILY HOMES,3,2016
QUEENS,JAMAICA ESTATES,03 THREE FAMILY HOMES,1,2016
QUEENS,JAMAICA HILLS,01 ONE FAMILY HOMES,24,2016
QUEENS,JAMAICA HILLS,02 TWO FAMILY HOMES,19,2016
QUEENS,JAMAICA HILLS,03 THREE FAMILY HOMES,7,2016
QUEENS,KEW GARDENS,01 ONE FAMILY HOMES,33,2016
QUEENS,KEW GARDENS,02 TWO FAMILY HOMES,10,2016
QUEENS,KEW GARDENS,03 THREE FAMILY HOMES,6,2016
QUEENS,LAURELTON,01 ONE FAMILY HOMES,154,2016
QUEENS,LAURELTON,02 TWO FAMILY HOMES,47,2016
QUEENS,LAURELTON,03 THREE FAMILY HOMES,1,2016
QUEENS,LITTLE NECK,01 ONE FAMILY HOMES,91,2016
QUEENS,LITTLE NECK,02 TWO FAMILY HOMES,13,2016
QUEENS,LITTLE NECK,03 THREE FAMILY HOMES,3,2016
QUEENS,LONG ISLAND CITY,01 ONE FAMILY HOMES,6,2016
QUEENS,LONG ISLAND CITY,02 TWO FAMILY HOMES,24,2016
QUEENS,LONG ISLAND CITY,03 THREE FAMILY HOMES,10,2016
QUEENS,MASPETH,01 ONE FAMILY HOMES,95,2016
QUEENS,MASPETH,02 TWO FAMILY HOMES,87,2016
QUEENS,MASPETH,03 THREE FAMILY HOMES,22,2016
QUEENS,MIDDLE VILLAGE,01 ONE FAMILY HOMES,142,2016
QUEENS,MIDDLE VILLAGE,02 TWO FAMILY HOMES,69,2016
QUEENS,MIDDLE VILLAGE,03 THREE FAMILY HOMES,16,2016
QUEENS,NEPONSIT,01 ONE FAMILY HOMES,21,2016
QUEENS,OAKLAND GARDENS,01 ONE FAMILY HOMES,55,2016
QUEENS,OAKLAND GARDENS,02 TWO FAMILY HOMES,10,2016
QUEENS,OAKLAND GARDENS,03 THREE FAMILY HOMES,1,2016
QUEENS,OZONE PARK,01 ONE FAMILY HOMES,118,2016
QUEENS,OZONE PARK,02 TWO FAMILY HOMES,154,2016
QUEENS,OZONE PARK,03 THREE FAMILY HOMES,12,2016
QUEENS,QUEENS VILLAGE,01 ONE FAMILY HOMES,268,2016
QUEENS,QUEENS VILLAGE,02 TWO FAMILY HOMES,84,2016
QUEENS,QUEENS VILLAGE,03 THREE FAMILY HOMES,3,2016
QUEENS,REGO PARK,01 ONE FAMILY HOMES,55,2016
QUEENS,REGO PARK,02 TWO FAMILY HOMES,22,2016
QUEENS,REGO PARK,03 THREE FAMILY HOMES,8,2016
QUEENS,RICHMOND HILL,01 ONE FAMILY HOMES,171,2016
QUEENS,RICHMOND HILL,02 TWO FAMILY HOMES,216,2016
QUEENS,RICHMOND HILL,03 THREE FAMILY HOMES,27,2016
QUEENS,RIDGEWOOD,01 ONE FAMILY HOMES,16,2016
QUEENS,RIDGEWOOD,02 TWO FAMILY HOMES,86,2016
QUEENS,RIDGEWOOD,03 THREE FAMILY HOMES,34,2016
QUEENS,ROCKAWAY PARK,01 ONE FAMILY HOMES,10,2016
QUEENS,ROCKAWAY PARK,02 TWO FAMILY HOMES,10,2016
QUEENS,ROCKAWAY PARK,03 THREE FAMILY HOMES,7,2016
QUEENS,ROSEDALE,01 ONE FAMILY HOMES,130,2016
QUEENS,ROSEDALE,02 TWO FAMILY HOMES,135,2016
QUEENS,ROSEDALE,03 THREE FAMILY HOMES,8,2016
QUEENS,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY HOMES,262,2016
QUEENS,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY HOMES,120,2016
QUEENS,SO. JAMAICA-BAISLEY PARK,03 THREE FAMILY HOMES,2,2016
QUEENS,SOUTH JAMAICA,01 ONE FAMILY HOMES,140,2016
QUEENS,SOUTH JAMAICA,02 TWO FAMILY HOMES,144,2016
QUEENS,SOUTH JAMAICA,03 THREE FAMILY HOMES,20,2016
QUEENS,SOUTH OZONE PARK,01 ONE FAMILY HOMES,199,2016
QUEENS,SOUTH OZONE PARK,02 TWO FAMILY HOMES,102,2016
QUEENS,SOUTH OZONE PARK,03 THREE FAMILY HOMES,3,2016
QUEENS,SPRINGFIELD GARDENS,01 ONE FAMILY HOMES,205,2016
QUEENS,SPRINGFIELD GARDENS,02 TWO FAMILY HOMES,144,2016
QUEENS,SPRINGFIELD GARDENS,03 THREE FAMILY HOMES,1,2016
QUEENS,ST. ALBANS,01 ONE FAMILY HOMES,249,2016
QUEENS,ST. ALBANS,02 TWO FAMILY HOMES,114,2016
QUEENS,ST. ALBANS,03 THREE FAMILY HOMES,3,2016
QUEENS,SUNNYSIDE,01 ONE FAMILY HOMES,13,2016
QUEENS,SUNNYSIDE,02 TWO FAMILY HOMES,23,2016
QUEENS,SUNNYSIDE,03 THREE FAMILY HOMES,9,2016
QUEENS,WHITESTONE,01 ONE FAMILY HOMES,137,2016
QUEENS,WHITESTONE,02 TWO FAMILY HOMES,59,2016
QUEENS,WHITESTONE,03 THREE FAMILY HOMES,5,2016
QUEENS,WOODHAVEN,01 ONE FAMILY HOMES,119,2016
QUEENS,WOODHAVEN,02 TWO FAMILY HOMES,123,2016
QUEENS,WOODHAVEN,03 THREE FAMILY HOMES,26,2016
QUEENS,WOODSIDE,02 TWO FAMILY HOMES,34,2016
QUEENS,WOODSIDE,03 THREE FAMILY HOMES,16,2016
STATEN ISLAND,ANNADALE,01 ONE FAMILY HOMES,88,2016
STATEN ISLAND,ANNADALE,02 TWO FAMILY HOMES,48,2016
STATEN ISLAND,ARDEN HEIGHTS,01 ONE FAMILY HOMES,170,2016
STATEN ISLAND,ARDEN HEIGHTS,02 TWO FAMILY HOMES,29,2016
STATEN ISLAND,ARROCHAR,01 ONE FAMILY HOMES,16,2016
STATEN ISLAND,ARROCHAR,02 TWO FAMILY HOMES,5,2016
STATEN ISLAND,ARROCHAR,03 THREE FAMILY HOMES,4,2016
STATEN ISLAND,ARROCHAR-SHORE ACRES,01 ONE FAMILY HOMES,12,2016
STATEN ISLAND,ARROCHAR-SHORE ACRES,02 TWO FAMILY HOMES,5,2016
STATEN ISLAND,ARROCHAR-SHORE ACRES,03 THREE FAMILY HOMES,1,2016
STATEN ISLAND,BLOOMFIELD,01 ONE FAMILY HOMES,1,2016
STATEN ISLAND,BULLS HEAD,01 ONE FAMILY HOMES,130,2016
STATEN ISLAND,BULLS HEAD,02 TWO FAMILY HOMES,56,2016
STATEN ISLAND,BULLS HEAD,03 THREE FAMILY HOMES,1,2016
STATEN ISLAND,CASTLETON CORNERS,01 ONE FAMILY HOMES,71,2016
STATEN ISLAND,CASTLETON CORNERS,02 TWO FAMILY HOMES,17,2016
STATEN ISLAND,CASTLETON CORNERS,03 THREE FAMILY HOMES,1,2016
STATEN ISLAND,CLOVE LAKES,01 ONE FAMILY HOMES,61,2016
STATEN ISLAND,CLOVE LAKES,02 TWO FAMILY HOMES,6,2016
STATEN ISLAND,CONCORD,01 ONE FAMILY HOMES,64,2016
STATEN ISLAND,CONCORD,02 TWO FAMILY HOMES,15,2016
STATEN ISLAND,CONCORD,03 THREE FAMILY HOMES,1,2016
STATEN ISLAND,CONCORD-FOX HILLS,01 ONE FAMILY HOMES,14,2016
STATEN ISLAND,DONGAN HILLS,01 ONE FAMILY HOMES,34,2016
STATEN ISLAND,DONGAN HILLS,02 TWO FAMILY HOMES,19,2016
STATEN ISLAND,DONGAN HILLS,03 THREE FAMILY HOMES,1,2016
STATEN ISLAND,DONGAN HILLS-COLONY,01 ONE FAMILY HOMES,23,2016
STATEN ISLAND,DONGAN HILLS-COLONY,02 TWO FAMILY HOMES,4,2016
STATEN ISLAND,DONGAN HILLS-COLONY,03 THREE FAMILY HOMES,2,2016
STATEN ISLAND,DONGAN HILLS-OLD TOWN,01 ONE FAMILY HOMES,2,2016
STATEN ISLAND,DONGAN HILLS-OLD TOWN,02 TWO FAMILY HOMES,1,2016
STATEN ISLAND,ELTINGVILLE,01 ONE FAMILY HOMES,145,2016
STATEN ISLAND,ELTINGVILLE,02 TWO FAMILY HOMES,54,2016
STATEN ISLAND,EMERSON HILL,01 ONE FAMILY HOMES,9,2016
STATEN ISLAND,EMERSON HILL,02 TWO FAMILY HOMES,4,2016
STATEN ISLAND,FRESH KILLS,01 ONE FAMILY HOMES,1,2016
STATEN ISLAND,GRANT CITY,01 ONE FAMILY HOMES,34,2016
STATEN ISLAND,GRANT CITY,02 TWO FAMILY HOMES,13,2016
STATEN ISLAND,GRASMERE,01 ONE FAMILY HOMES,44,2016
STATEN ISLAND,GRASMERE,02 TWO FAMILY HOMES,12,2016
STATEN ISLAND,GREAT KILLS,01 ONE FAMILY HOMES,371,2016
STATEN ISLAND,GREAT KILLS,02 TWO FAMILY HOMES,104,2016
STATEN ISLAND,GREAT KILLS,03 THREE FAMILY HOMES,1,2016
STATEN ISLAND,GREAT KILLS-BAY TERRACE,01 ONE FAMILY HOMES,20,2016
STATEN ISLAND,GREAT KILLS-BAY TERRACE,02 TWO FAMILY HOMES,14,2016
STATEN ISLAND,GRYMES HILL,01 ONE FAMILY HOMES,18,2016
STATEN ISLAND,GRYMES HILL,02 TWO FAMILY HOMES,6,2016
STATEN ISLAND,HUGUENOT,01 ONE FAMILY HOMES,58,2016
STATEN ISLAND,HUGUENOT,02 TWO FAMILY HOMES,29,2016
STATEN ISLAND,LIVINGSTON,01 ONE FAMILY HOMES,16,2016
STATEN ISLAND,LIVINGSTON,02 TWO FAMILY HOMES,4,2016
STATEN ISLAND,LIVINGSTON,03 THREE FAMILY HOMES,1,2016
STATEN ISLAND,MANOR HEIGHTS,01 ONE FAMILY HOMES,77,2016
STATEN ISLAND,MANOR HEIGHTS,02 TWO FAMILY HOMES,16,2016
STATEN ISLAND,MARINERS HARBOR,01 ONE FAMILY HOMES,78,2016
STATEN ISLAND,MARINERS HARBOR,02 TWO FAMILY HOMES,38,2016
STATEN ISLAND,MARINERS HARBOR,03 THREE FAMILY HOMES,1,2016
STATEN ISLAND,MIDLAND BEACH,01 ONE FAMILY HOMES,163,2016
STATEN ISLAND,MIDLAND BEACH,02 TWO FAMILY HOMES,23,2016
STATEN ISLAND,NEW BRIGHTON,01 ONE FAMILY HOMES,43,2016
STATEN ISLAND,NEW BRIGHTON,02 TWO FAMILY HOMES,47,2016
STATEN ISLAND,NEW BRIGHTON,03 THREE FAMILY HOMES,11,2016
STATEN ISLAND,NEW DORP,01 ONE FAMILY HOMES,73,2016
STATEN ISLAND,NEW DORP,02 TWO FAMILY HOMES,28,2016
STATEN ISLAND,NEW DORP-BEACH,01 ONE FAMILY HOMES,58,2016
STATEN ISLAND,NEW DORP-BEACH,02 TWO FAMILY HOMES,17,2016
STATEN ISLAND,NEW DORP-HEIGHTS,01 ONE FAMILY HOMES,61,2016
STATEN ISLAND,NEW DORP-HEIGHTS,02 TWO FAMILY HOMES,12,2016
STATEN ISLAND,NEW SPRINGVILLE,01 ONE FAMILY HOMES,108,2016
STATEN ISLAND,NEW SPRINGVILLE,02 TWO FAMILY HOMES,70,2016
STATEN ISLAND,NEW SPRINGVILLE,03 THREE FAMILY HOMES,2,2016
STATEN ISLAND,OAKWOOD,01 ONE FAMILY HOMES,26,2016
STATEN ISLAND,OAKWOOD,02 TWO FAMILY HOMES,2,2016
STATEN ISLAND,OAKWOOD-BEACH,01 ONE FAMILY HOMES,49,2016
STATEN ISLAND,OAKWOOD-BEACH,02 TWO FAMILY HOMES,8,2016
STATEN ISLAND,PLEASANT PLAINS,01 ONE FAMILY HOMES,28,2016
STATEN ISLAND,PLEASANT PLAINS,02 TWO FAMILY HOMES,12,2016
STATEN ISLAND,PORT IVORY,01 ONE FAMILY HOMES,15,2016
STATEN ISLAND,PORT IVORY,02 TWO FAMILY HOMES,9,2016
STATEN ISLAND,PORT RICHMOND,01 ONE FAMILY HOMES,68,2016
STATEN ISLAND,PORT RICHMOND,02 TWO FAMILY HOMES,65,2016
STATEN ISLAND,PORT RICHMOND,03 THREE FAMILY HOMES,4,2016
STATEN ISLAND,PRINCES BAY,01 ONE FAMILY HOMES,60,2016
STATEN ISLAND,PRINCES BAY,02 TWO FAMILY HOMES,51,2016
STATEN ISLAND,RICHMONDTOWN,01 ONE FAMILY HOMES,48,2016
STATEN ISLAND,RICHMONDTOWN,02 TWO FAMILY HOMES,3,2016
STATEN ISLAND,RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY HOMES,12,2016
STATEN ISLAND,ROSEBANK,01 ONE FAMILY HOMES,93,2016
STATEN ISLAND,ROSEBANK,02 TWO FAMILY HOMES,24,2016
STATEN ISLAND,ROSEBANK,03 THREE FAMILY HOMES,6,2016
STATEN ISLAND,ROSSVILLE,01 ONE FAMILY HOMES,54,2016
STATEN ISLAND,ROSSVILLE,02 TWO FAMILY HOMES,23,2016
STATEN ISLAND,ROSSVILLE-CHARLESTON,01 ONE FAMILY HOMES,27,2016
STATEN ISLAND,ROSSVILLE-CHARLESTON,02 TWO FAMILY HOMES,3,2016
STATEN ISLAND,ROSSVILLE-PORT MOBIL,01 ONE FAMILY HOMES,1,2016
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES,5,2016
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY HOMES,4,2016
STATEN ISLAND,SILVER LAKE,01 ONE FAMILY HOMES,30,2016
STATEN ISLAND,SILVER LAKE,02 TWO FAMILY HOMES,11,2016
STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY HOMES,110,2016
STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY HOMES,35,2016
STATEN ISLAND,SOUTH BEACH,03 THREE FAMILY HOMES,1,2016
STATEN ISLAND,STAPLETON,01 ONE FAMILY HOMES,34,2016
STATEN ISLAND,STAPLETON,02 TWO FAMILY HOMES,19,2016
STATEN ISLAND,STAPLETON,03 THREE FAMILY HOMES,4,2016
STATEN ISLAND,STAPLETON-CLIFTON,01 ONE FAMILY HOMES,62,2016
STATEN ISLAND,STAPLETON-CLIFTON,02 TWO FAMILY HOMES,4,2016
STATEN ISLAND,STAPLETON-CLIFTON,03 THREE FAMILY HOMES,1,2016
STATEN ISLAND,SUNNYSIDE,01 ONE FAMILY HOMES,23,2016
STATEN ISLAND,SUNNYSIDE,02 TWO FAMILY HOMES,13,2016
STATEN ISLAND,TODT HILL,01 ONE FAMILY HOMES,23,2016
STATEN ISLAND,TOMPKINSVILLE,01 ONE FAMILY HOMES,12,2016
STATEN ISLAND,TOMPKINSVILLE,02 TWO FAMILY HOMES,9,2016
STATEN ISLAND,TOTTENVILLE,01 ONE FAMILY HOMES,93,2016
STATEN ISLAND,TOTTENVILLE,02 TWO FAMILY HOMES,76,2016
STATEN ISLAND,TRAVIS,01 ONE FAMILY HOMES,54,2016
STATEN ISLAND,TRAVIS,02 TWO FAMILY HOMES,7,2016
STATEN ISLAND,WEST NEW BRIGHTON,01 ONE FAMILY HOMES,109,2016
STATEN ISLAND,WEST NEW BRIGHTON,02 TWO FAMILY HOMES,51,2016
STATEN ISLAND,WEST NEW BRIGHTON,03 THREE FAMILY HOMES,1,2016
STATEN ISLAND,WESTERLEIGH,01 ONE FAMILY HOMES,98,2016
STATEN ISLAND,WESTERLEIGH,02 TWO FAMILY HOMES,40,2016
STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY HOMES,94,2016
STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY HOMES,45,2016
STATEN ISLAND,WOODROW,01 ONE FAMILY HOMES,72,2016
STATEN ISLAND,WOODROW,02 TWO FAMILY HOMES,29,2016
MANHATTAN,CHELSEA,02 TWO FAMILY HOMES,1,2017
MANHATTAN,CHELSEA,03 THREE FAMILY HOMES,1,2017
MANHATTAN,EAST VILLAGE,02 TWO FAMILY HOMES,3,2017
MANHATTAN,GRAMERCY,02 TWO FAMILY HOMES,3,2017
MANHATTAN,GRAMERCY,03 THREE FAMILY HOMES,1,2017
MANHATTAN,GREENWICH VILLAGE-CENTRAL,01 ONE FAMILY HOMES,3,2017
MANHATTAN,GREENWICH VILLAGE-CENTRAL,02 TWO FAMILY HOMES,2,2017
MANHATTAN,GREENWICH VILLAGE-CENTRAL,03 THREE FAMILY HOMES,1,2017
MANHATTAN,GREENWICH VILLAGE-WEST,01 ONE FAMILY HOMES,8,2017
MANHATTAN,GREENWICH VILLAGE-WEST,02 TWO FAMILY HOMES,9,2017
MANHATTAN,GREENWICH VILLAGE-WEST,03 THREE FAMILY HOMES,4,2017
MANHATTAN,HARLEM-CENTRAL,01 ONE FAMILY HOMES,13,2017
MANHATTAN,HARLEM-CENTRAL,02 TWO FAMILY HOMES,18,2017
MANHATTAN,HARLEM-CENTRAL,03 THREE FAMILY HOMES,11,2017
MANHATTAN,HARLEM-EAST,01 ONE FAMILY HOMES,2,2017
MANHATTAN,HARLEM-EAST,02 TWO FAMILY HOMES,2,2017
MANHATTAN,HARLEM-EAST,03 THREE FAMILY HOMES,5,2017
MANHATTAN,HARLEM-UPPER,01 ONE FAMILY HOMES,4,2017
MANHATTAN,HARLEM-UPPER,02 TWO FAMILY HOMES,9,2017
MANHATTAN,HARLEM-UPPER,03 THREE FAMILY HOMES,3,2017
MANHATTAN,INWOOD,01 ONE FAMILY HOMES,2,2017
MANHATTAN,INWOOD,02 TWO FAMILY HOMES,2,2017
MANHATTAN,JAVITS CENTER,02 TWO FAMILY HOMES,1,2017
MANHATTAN,KIPS BAY,02 TWO FAMILY HOMES,1,2017
MANHATTAN,KIPS BAY,03 THREE FAMILY HOMES,1,2017
MANHATTAN,LITTLE ITALY,01 ONE FAMILY HOMES,1,2017
MANHATTAN,MANHATTAN VALLEY,03 THREE FAMILY HOMES,2,2017
MANHATTAN,MIDTOWN EAST,01 ONE FAMILY HOMES,4,2017
MANHATTAN,MIDTOWN EAST,02 TWO FAMILY HOMES,1,2017
MANHATTAN,MURRAY HILL,01 ONE FAMILY HOMES,5,2017
MANHATTAN,SOHO,02 TWO FAMILY HOMES,3,2017
MANHATTAN,TRIBECA,01 ONE FAMILY HOMES,1,2017
MANHATTAN,UPPER EAST SIDE (59-79),01 ONE FAMILY HOMES,19,2017
MANHATTAN,UPPER EAST SIDE (59-79),02 TWO FAMILY HOMES,8,2017
MANHATTAN,UPPER EAST SIDE (59-79),03 THREE FAMILY HOMES,1,2017
MANHATTAN,UPPER EAST SIDE (79-96),01 ONE FAMILY HOMES,16,2017
MANHATTAN,UPPER EAST SIDE (79-96),02 TWO FAMILY HOMES,1,2017
MANHATTAN,UPPER WEST SIDE (59-79),01 ONE FAMILY HOMES,4,2017
MANHATTAN,UPPER WEST SIDE (59-79),02 TWO FAMILY HOMES,4,2017
MANHATTAN,UPPER WEST SIDE (59-79),03 THREE FAMILY HOMES,2,2017
MANHATTAN,UPPER WEST SIDE (79-96),01 ONE FAMILY HOMES,5,2017
MANHATTAN,UPPER WEST SIDE (79-96),02 TWO FAMILY HOMES,1,2017
MANHATTAN,UPPER WEST SIDE (79-96),03 THREE FAMILY HOMES,5,2017
MANHATTAN,UPPER WEST SIDE (96-116),01 ONE FAMILY HOMES,1,2017
MANHATTAN,UPPER WEST SIDE (96-116),03 THREE FAMILY HOMES,1,2017
MANHATTAN,WASHINGTON HEIGHTS LOWER,01 ONE FAMILY HOMES,1,2017
MANHATTAN,WASHINGTON HEIGHTS LOWER,02 TWO FAMILY HOMES,3,2017
BRONX,BATHGATE,01 ONE FAMILY HOMES,6,2017
BRONX,BATHGATE,02 TWO FAMILY HOMES,15,2017
BRONX,BATHGATE,03 THREE FAMILY HOMES,9,2017
BRONX,BAYCHESTER,01 ONE FAMILY HOMES,96,2017
BRONX,BAYCHESTER,02 TWO FAMILY HOMES,126,2017
BRONX,BAYCHESTER,03 THREE FAMILY HOMES,34,2017
BRONX,BEDFORD PARK/NORWOOD,01 ONE FAMILY HOMES,22,2017
BRONX,BEDFORD PARK/NORWOOD,02 TWO FAMILY HOMES,38,2017
BRONX,BEDFORD PARK/NORWOOD,03 THREE FAMILY HOMES,19,2017
BRONX,BELMONT,01 ONE FAMILY HOMES,3,2017
BRONX,BELMONT,02 TWO FAMILY HOMES,19,2017
BRONX,BELMONT,03 THREE FAMILY HOMES,9,2017
BRONX,BRONXDALE,01 ONE FAMILY HOMES,64,2017
BRONX,BRONXDALE,02 TWO FAMILY HOMES,83,2017
BRONX,BRONXDALE,03 THREE FAMILY HOMES,22,2017
BRONX,CASTLE HILL/UNIONPORT,01 ONE FAMILY HOMES,27,2017
BRONX,CASTLE HILL/UNIONPORT,02 TWO FAMILY HOMES,61,2017
BRONX,CASTLE HILL/UNIONPORT,03 THREE FAMILY HOMES,17,2017
BRONX,CITY ISLAND,01 ONE FAMILY HOMES,34,2017
BRONX,CITY ISLAND,02 TWO FAMILY HOMES,8,2017
BRONX,CO-OP CITY,01 ONE FAMILY HOMES,1,2017
BRONX,COUNTRY CLUB,01 ONE FAMILY HOMES,63,2017
BRONX,COUNTRY CLUB,02 TWO FAMILY HOMES,38,2017
BRONX,COUNTRY CLUB,03 THREE FAMILY HOMES,6,2017
BRONX,CROTONA PARK,01 ONE FAMILY HOMES,5,2017
BRONX,CROTONA PARK,02 TWO FAMILY HOMES,12,2017
BRONX,CROTONA PARK,03 THREE FAMILY HOMES,6,2017
BRONX,EAST TREMONT,01 ONE FAMILY HOMES,9,2017
BRONX,EAST TREMONT,02 TWO FAMILY HOMES,21,2017
BRONX,EAST TREMONT,03 THREE FAMILY HOMES,23,2017
BRONX,FIELDSTON,01 ONE FAMILY HOMES,15,2017
BRONX,FIELDSTON,02 TWO FAMILY HOMES,1,2017
BRONX,FIELDSTON,03 THREE FAMILY HOMES,2,2017
BRONX,FORDHAM,01 ONE FAMILY HOMES,7,2017
BRONX,FORDHAM,02 TWO FAMILY HOMES,18,2017
BRONX,FORDHAM,03 THREE FAMILY HOMES,2,2017
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY HOMES,8,2017
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY HOMES,28,2017
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY HOMES,15,2017
BRONX,HUNTS POINT,01 ONE FAMILY HOMES,1,2017
BRONX,HUNTS POINT,02 TWO FAMILY HOMES,10,2017
BRONX,HUNTS POINT,03 THREE FAMILY HOMES,7,2017
BRONX,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY HOMES,10,2017
BRONX,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY HOMES,13,2017
BRONX,KINGSBRIDGE HTS/UNIV HTS,03 THREE FAMILY HOMES,7,2017
BRONX,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY HOMES,17,2017
BRONX,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY HOMES,18,2017
BRONX,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY HOMES,9,2017
BRONX,MELROSE/CONCOURSE,01 ONE FAMILY HOMES,7,2017
BRONX,MELROSE/CONCOURSE,02 TWO FAMILY HOMES,22,2017
BRONX,MELROSE/CONCOURSE,03 THREE FAMILY HOMES,19,2017
BRONX,MORRIS PARK/VAN NEST,01 ONE FAMILY HOMES,48,2017
BRONX,MORRIS PARK/VAN NEST,02 TWO FAMILY HOMES,80,2017
BRONX,MORRIS PARK/VAN NEST,03 THREE FAMILY HOMES,35,2017
BRONX,MORRISANIA/LONGWOOD,01 ONE FAMILY HOMES,29,2017
BRONX,MORRISANIA/LONGWOOD,02 TWO FAMILY HOMES,52,2017
BRONX,MORRISANIA/LONGWOOD,03 THREE FAMILY HOMES,62,2017
BRONX,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY HOMES,20,2017
BRONX,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY HOMES,16,2017
BRONX,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY HOMES,10,2017
BRONX,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY HOMES,11,2017
BRONX,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY HOMES,12,2017
BRONX,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY HOMES,16,2017
BRONX,PARKCHESTER,01 ONE FAMILY HOMES,4,2017
BRONX,PARKCHESTER,02 TWO FAMILY HOMES,21,2017
BRONX,PARKCHESTER,03 THREE FAMILY HOMES,27,2017
BRONX,PELHAM GARDENS,01 ONE FAMILY HOMES,34,2017
BRONX,PELHAM GARDENS,02 TWO FAMILY HOMES,10,2017
BRONX,PELHAM GARDENS,03 THREE FAMILY HOMES,1,2017
BRONX,PELHAM PARKWAY NORTH,01 ONE FAMILY HOMES,44,2017
BRONX,PELHAM PARKWAY NORTH,02 TWO FAMILY HOMES,47,2017
BRONX,PELHAM PARKWAY NORTH,03 THREE FAMILY HOMES,9,2017
BRONX,PELHAM PARKWAY SOUTH,01 ONE FAMILY HOMES,12,2017
