address,area,availabilityDate,baths,beds,brokerName,buildingId,buildingName,canSaveBuilding,detailUrl,has3DModel,hasAdditionalAttributions,hasImage,hasVideo,hdpData/homeInfo/bathrooms,hdpData/homeInfo/bedrooms,hdpData/homeInfo/city,hdpData/homeInfo/country,hdpData/homeInfo/currency,hdpData/homeInfo/datePriceChanged,hdpData/homeInfo/daysOnZillow,hdpData/homeInfo/homeStatus,hdpData/homeInfo/homeStatusForHDP,hdpData/homeInfo/homeType,hdpData/homeInfo/isFeatured,hdpData/homeInfo/isNonOwnerOccupied,hdpData/homeInfo/isPreforeclosureAuction,hdpData/homeInfo/isPremierBuilder,hdpData/homeInfo/isRentalWithBasePrice,hdpData/homeInfo/isShowcaseListing,hdpData/homeInfo/isUnmappable,hdpData/homeInfo/isZillowOwned,hdpData/homeInfo/latitude,hdpData/homeInfo/listing_sub_type/is_FSBA,hdpData/homeInfo/listing_sub_type/is_FSBO,hdpData/homeInfo/listing_sub_type/is_bankOwned,hdpData/homeInfo/listing_sub_type/is_comingSoon,hdpData/homeInfo/listing_sub_type/is_forAuction,hdpData/homeInfo/listing_sub_type/is_foreclosure,hdpData/homeInfo/listing_sub_type/is_newHome,hdpData/homeInfo/listing_sub_type/is_openHouse,hdpData/homeInfo/livingArea,hdpData/homeInfo/longitude,hdpData/homeInfo/lotAreaUnit,hdpData/homeInfo/lotAreaValue,hdpData/homeInfo/newConstructionType,hdpData/homeInfo/openHouse,hdpData/homeInfo/open_house_info/open_house_showing/0/open_house_end,hdpData/homeInfo/open_house_info/open_house_showing/0/open_house_start,hdpData/homeInfo/open_house_info/open_house_showing/1/open_house_end,hdpData/homeInfo/open_house_info/open_house_showing/1/open_house_start,hdpData/homeInfo/price,hdpData/homeInfo/priceChange,hdpData/homeInfo/priceForHDP,hdpData/homeInfo/priceReduction,hdpData/homeInfo/rentZestimate,hdpData/homeInfo/shouldHighlight,hdpData/homeInfo/state,hdpData/homeInfo/streetAddress,hdpData/homeInfo/taxAssessedValue,hdpData/homeInfo/timeOnZillow,hdpData/homeInfo/unit,hdpData/homeInfo/videoCount,hdpData/homeInfo/zestimate,hdpData/homeInfo/zipcode,hdpData/homeInfo/zpid,imgSrc,info3String,isBuilding,isFavorite,isFeaturedListing,isHomeRec,isNewYorkState,isShowcaseListing,isUserClaimingOwner,isUserConfirmedClaim,latLong/latitude,latLong/longitude,listingType,lotAreaString,lotId,marketingStatusSimplifiedCd,minArea,minBaths,minBeds,pgapt,plid,price,priceLabel,rawHomeStatusCd,sgapt,shouldShowZestimateAsPrice,statusText,statusType,timeOnZillow,unitCount,variableData/data/isFresh,variableData/data/isRead,variableData/text,variableData/type,visited,zpid
"15-59 150th Place, Flushing, NY 11357",1338,,2,3,Listing by: NextHome All Island,,,,/homedetails/15-59-150th-Pl-Whitestone-NY-11357/2056709962_zpid/,false,true,true,false,2,3,Whitestone,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.78539,,,,true,,,,,1338,-73.81065,sqft,3575,,,,,,,799000,,799000,,2550,false,NY,15-59 150th Place,,322834000,,,952700,11357,2056709962,https://photos.zillowstatic.com/fp/3c2ab6277aa4dab192142aa0ed25ae9d-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.78539,-73.81065,,,,Coming Soon,,,,ComingSoon,,"$799,000",$799K,ComingSoon,Coming Soon,false,Coming soon,FOR_SALE,322834000,,,,,,false,2056709962
"937 E 95th St, Brooklyn, NY 11236",0,2024-02-22 00:00:00,2,6,Listing by: NARDIN ELITE ASSOCIATES INC,,,,/homedetails/937-E-95th-St-Brooklyn-NY-11236/30773319_zpid/,false,true,true,false,2,6,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.646942,true,,,,,,,,0,-73.906876,sqft,1872,,,,,,,439500,,439500,,3786,false,NY,937 E 95th St,744000,1613747000,,,434800,11236,30773319,https://photos.zillowstatic.com/fp/7b5c3e581a3fc49d852fc38bd0b7b022-p_e.jpg,,,false,false,false,true,false,false,false,40.646942,-73.906876,,,,For Sale by Agent,,,,ForSale,,"$439,500",$440K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,1613747000,,,,,,false,30773319
"36-06 Corporal Kennedy Street, Bayside, NY 11361",2350,,3,4,Listing by: Howard Hanna Coach,,,,/homedetails/3606-Corporal-Kennedy-St-Flushing-NY-11361/32060926_zpid/,false,true,true,false,3,4,Flushing,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.766327,true,,,,,,,,2350,-73.77777,sqft,5500,,,,,,,1488000,,1488000,,4673,false,NY,36-06 Corporal Kennedy Street,1119000,1805765000,,,1493300,11361,32060926,https://photos.zillowstatic.com/fp/95412620db1b596635009dda34d03f68-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.766327,-73.77777,,,,For Sale by Agent,,,,ForSale,,"$1,488,000",$1.49M,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,1805765000,,,,,,false,32060926
"218 Baltic Street, Other, NY 11201",3264,,4,5,Listing by: Keller Williams Hudson Valley,,,,/homedetails/218-Baltic-St-APT-4-Brooklyn-NY-11201/30568724_zpid/,false,true,true,false,4,5,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,false,true,false,false,,false,false,false,40.686584,true,,,,,,,true,3264,-73.99582,sqft,1607,,Sat. 11am-4pm,1.71063E+12,1.71061E+12,,,4000000,,4000000,,,false,NY,218 Baltic Street,4272000,312459000,Apt 4,,,11201,30568724,https://photos.zillowstatic.com/fp/545506d21935fc43f7c7c1dc861280cc-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.686584,-73.99582,,,,For Sale by Agent,,,,ForSale,,"$4,000,000",$4.00M,ForSale,For Sale (Broker),false,Multi-family home for sale,FOR_SALE,312459000,,,,Open: Sat. 11am-4pm,OPEN_HOUSE,false,30568724
"4413 Avenue M, Brooklyn, NY 11234",1376,2023-07-01 00:00:00,1,3,Listing by: SOWAE CORP,,,,/homedetails/4413-Avenue-M-Brooklyn-NY-11234/30762766_zpid/,false,true,true,false,1,3,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.62126,true,,,,,,,,1376,-73.93244,sqft,2178,,,,,,,250000,,250000,,2999,false,NY,4413 Avenue M,616000,20032775000,,,235600,11234,30762766,https://photos.zillowstatic.com/fp/f5850230ad82a740e61a3f294bb66e92-p_e.jpg,,,false,false,false,true,false,false,false,40.62126,-73.93244,,,,For Sale by Agent,,,,ForSale,,"$250,000",$250K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,20032775000,,,,,,false,30762766
"14 Pershing St, Staten Island, NY 10305",1325,,3,3,"Listing by: Neuhaus Realty, Inc.",,,,/homedetails/14-Pershing-St-Staten-Island-NY-10305/32325607_zpid/,false,true,true,false,3,3,Staten Island,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.59552,,,,,,,true,,1325,-74.07115,sqft,2199,BUILDER_SPEC,,,,,,799999,,799999,,2160,false,NY,14 Pershing St,262000,850994000,,,789600,10305,32325607,https://photos.zillowstatic.com/fp/32cd742bafddf0291b04484bc7853613-p_e.jpg,,,false,false,false,true,false,false,false,40.59552,-74.07115,NEW_CONSTRUCTION,,,New Construction,,,,ForSale,,"$799,999",$800K,ForSale,New Construction,false,New construction,FOR_SALE,850994000,,,,,,false,32325607
"449 Argyle Rd, Brooklyn, NY 11218",2640,,14,7,Listing by: Rodeo Realty Inc,,,,/homedetails/449-Argyle-Rd-Brooklyn-NY-11218/30668230_zpid/,false,true,true,false,14,7,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.638233,true,,,,,,,,2640,-73.96547,,,,,,,,,1990000,,1990000,,6653,false,NY,449 Argyle Rd,2282000,4129875000,,,2512300,11218,30668230,https://photos.zillowstatic.com/fp/216f29379a259fdea9d949047fcf96af-p_e.jpg,,,false,false,false,true,false,false,false,40.638233,-73.96547,,,,For Sale by Agent,,,,ForSale,,"$1,990,000",$1.99M,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,4129875000,,,,,,false,30668230
"60-21 251st Street UNIT 803, Little Neck, NY 11362",900,,1,2,Listing by: HomeSmart Premier Living Rlty,,,,/homedetails/60-21-251st-St-803-Little-Neck-NY-11362/251963014_zpid/,false,true,true,false,1,2,Little Neck,USA,USD,,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.758522,true,,,,,,,,900,-73.72774,,,,,,,,,369000,,369000,,2500,false,NY,60-21 251st Street UNIT 803,,1734048000,# 803,,373600,11362,251963014,https://photos.zillowstatic.com/fp/e0f6affeb579fc14e3c8e4abf9b2db40-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.758522,-73.72774,,,,For Sale by Agent,,,,ForSale,,"$369,000",$369K,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,1734048000,,,,,,false,251963014
"395 Little Clove Rd, Staten Island, NY 10301",900,,2,2,Listing by: Ben Bay Realty Co of SI,,,,/homedetails/395-Little-Clove-Rd-Staten-Island-NY-10301/32288276_zpid/,false,true,true,false,2,2,Staten Island,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.612743,true,,,,,,,,900,-74.11171,sqft,7380,,,,,,,699000,,699000,,2936,false,NY,395 Little Clove Rd,655000,562202000,,,701900,10301,32288276,https://photos.zillowstatic.com/fp/93629bd6e4932b0fcff38ff8470e75aa-p_e.jpg,,,false,false,false,true,false,false,false,40.612743,-74.11171,,,,For Sale by Agent,,,,ForSale,,"$699,000",$699K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,562202000,,,,,,false,32288276
"7 Rudd, Bronx, NY 10473",,,3,3,Listing by: Keller Williams Legendary,,,,/homedetails/7-Rudd-Pl-Bronx-NY-10473/29790995_zpid/,false,true,true,false,3,3,Bronx,USA,USD,1.70911E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.811867,true,,,,,,,,,-73.85533,sqft,1561,,,,,,,489000,-36000,489000,"$36,000 (Feb 28)",3399,false,NY,7 Rudd,509000,1198454000,,,,10473,29790995,https://photos.zillowstatic.com/fp/354ad6eb7ea07cc4e246b6ad6baeb725-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.811867,-73.85533,,,,For Sale by Agent,,,,ForSale,,"$489,000",$489K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,1198454000,,,,"$36,000 (Feb 28)",PRICE_REDUCTION,false,29790995
"1577 E 46th St, Brooklyn, NY 11234",1120,,3,3,Listing by: Keller Williams Realty Empire,,,,/homedetails/1577-E-46th-St-Brooklyn-NY-11234/30762869_zpid/,false,true,true,false,3,3,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.62203,true,,,,,,,,1120,-73.930824,,,,,,,,,785000,,785000,,3200,false,NY,1577 E 46th St,586000,352722000,,,781300,11234,30762869,https://photos.zillowstatic.com/fp/4797f8bdfb0aa63c10c2d23b1e41e022-p_e.jpg,,,false,false,false,true,false,false,false,40.62203,-73.930824,,,,For Sale by Agent,,,,ForSale,,"$785,000",$785K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,352722000,,,,,,false,30762869
"122 Johnson Ave, Staten Island, NY 10307",1311,,3,3,Listing by: Martino Realty Group,,,,/homedetails/122-Johnson-Ave-Staten-Island-NY-10307/32377303_zpid/,false,true,true,false,3,3,Staten Island,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.51243,true,,,,,,,,1311,-74.24828,sqft,4004,,,,,,,699900,,699900,,3268,false,NY,122 Johnson Ave,630000,1630925000,,,673900,10307,32377303,https://photos.zillowstatic.com/fp/1b086ac10ff35e25955f5bde8c8f1372-p_e.jpg,,,false,false,false,true,false,false,false,40.51243,-74.24828,,,,For Sale by Agent,,,,ForSale,,"$699,900",$700K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,1630925000,,,,,,false,32377303
"171-10 Crocheron Avenue UNIT 44, Flushing, NY 11358",,,1,2,Listing by: Compass Greater NY LLC,,,,/homedetails/171-10-Crocheron-Ave-44-Flushing-NY-11358/2056712801_zpid/,false,true,true,false,1,2,Flushing,USA,USD,,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.762794,true,,,,,,,,,-73.794754,,,,,,,,,315000,,315000,,2299,false,NY,171-10 Crocheron Avenue UNIT 44,,515830000,# 44,,313700,11358,2056712801,https://photos.zillowstatic.com/fp/2feafc0b72a48c83c97b3fb8083e5267-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.762794,-73.794754,,,,For Sale by Agent,,,,ForSale,,"$315,000",$315K,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,515830000,,,,,,false,2056712801
"114-06 84th Avenue, Richmond Hill, NY 11418",2743,,4,4,Listing by: Douglas Elliman Real Estate,,,,/homedetails/11406-84th-Ave-Jamaica-NY-11418/32116482_zpid/,false,true,true,false,4,4,Jamaica,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.703053,,,,true,,,,,2743,-73.83716,sqft,3533,,,,,,,999000,,999000,,3605,false,NY,114-06 84th Avenue,1064000,409549000,,,994600,11418,32116482,https://photos.zillowstatic.com/fp/061d0f906fee4a880c965a54310d948d-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.703053,-73.83716,,,,Coming Soon,,,,ComingSoon,,"$999,000",$999K,ComingSoon,Coming Soon,false,Coming soon,FOR_SALE,409549000,,,,,,false,32116482
"119 E 29th St #HSE, Brooklyn, NY 11226",1916,,2,4,Listing by: Peace of Mind Realty,,,,/homedetails/119-E-29th-St-HSE-Brooklyn-NY-11226/343579931_zpid/,false,true,true,false,2,4,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,false,true,false,false,,false,false,false,40.646305,true,,,,,,,,1916,-73.94978,,,,,,,,,550000,,550000,,,false,NY,119 E 29th St #HSE,,765978000,# HSE,,546700,11226,343579931,https://photos.zillowstatic.com/fp/cbcd88d757f9e2816f3ef9e5d6fc37f9-p_e.jpg,,,false,false,false,true,false,false,false,40.646305,-73.94978,,,,For Sale by Agent,,,,ForSale,,"$550,000",$550K,ForSale,For Sale (Broker),false,Multi-family home for sale,FOR_SALE,765978000,,,,,,false,343579931
"775 Lafayette Ave, Brooklyn, NY",,,,,,40.691353--73.94185,The Shelton,false,/b/the-shelton-brooklyn-ny-3cGJ/,false,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/53bccfc9db56a0e2cd217a6d6a8effd3-p_e.jpg,,true,false,false,false,,false,,,40.691353,-73.94185,,,190281,,667,1,1,,1671106,"From $365,000",,,,,The Shelton,FOR_SALE,15881219000,2,,,,,,
"235-29 148th Road, Rosedale, NY 11422",,,2,4,Listing by: Realty Connect USA LLC,,,,/homedetails/23529-148th-Rd-Jamaica-NY-11422/32213491_zpid/,false,true,true,false,2,4,Jamaica,USA,USD,1.70954E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.65489,true,,,,,,,,,-73.746376,sqft,4000,,,,,,,580000,-20000,580000,"$20,000 (Mar 4)",3800,false,NY,235-29 148th Road,621000,11218943000,,,559000,11422,32213491,https://photos.zillowstatic.com/fp/b0fdfbba2a491ab995962b25a2f4e8f2-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.65489,-73.746376,,,,For Sale by Agent,,,,ForSale,,"$580,000",$580K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,11218943000,,,,"$20,000 (Mar 4)",PRICE_REDUCTION,false,32213491
"109 Waverly Pl, New York, NY 10011",8300,,8,6,Listing by: Compass,,,,/homedetails/109-Waverly-Pl-New-York-NY-10011/143088015_zpid/,false,true,true,false,8,6,New York,USA,USD,1.69571E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.7326,true,,,,,,,,8300,-73.9989,,,,,,,,,19995000,-1955000,19995000,,76253,false,NY,109 Waverly Pl,13465000,15881279000,,,,10011,143088015,https://photos.zillowstatic.com/fp/034c50cb17aae5c95998290e924bdf58-p_e.jpg,,,false,false,false,true,false,false,false,40.7326,-73.9989,,,,For Sale by Agent,,,,ForSale,,"$19,995,000",$20.0M,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,15881279000,,,,,,false,143088015
"5019 216th St, Bayside Hills, NY 11364",1423,,3,2,Listing by: Keller Williams Realty Landmark,,,,/homedetails/5019-216th-St-Bayside-Hills-NY-11364/32083681_zpid/,false,true,true,false,3,2,Bayside Hills,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.75402,true,,,,,,,,1423,-73.76374,,,,,,,,,988000,,988000,,2900,false,NY,5019 216th St,898000,415557000,,,993800,11364,32083681,https://photos.zillowstatic.com/fp/b50c8fd5873cada8c7f71f68c7957cbb-p_e.jpg,,,false,false,false,true,false,false,false,40.75402,-73.76374,,,,For Sale by Agent,,,,ForSale,,"$988,000",$988K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,415557000,,,,,,false,32083681
"226 Roma Ave, Staten Island, NY 10306",2340,,3,4,Listing by: Interstate Home Properties,,,,/homedetails/226-Roma-Ave-Staten-Island-NY-10306/32336149_zpid/,false,true,true,false,3,4,Staten Island,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.560234,true,,,,,,,true,2340,-74.104645,sqft,7800,,Sat. 12-2pm,1.71062E+12,1.71062E+12,,,984356,,984356,,2199,false,NY,226 Roma Ave,873000,221277000,,,,10306,32336149,https://photos.zillowstatic.com/fp/23ac4a4d8c18965cb13628ed22b328cb-p_e.jpg,,,false,false,false,true,false,false,false,40.560234,-74.104645,,,,For Sale by Agent,,,,ForSale,,"$984,356",$984K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,221277000,,,,Open: Sat. 12-2pm,OPEN_HOUSE,false,32336149
"80 Emily Ln, Staten Island, NY 10312",1324,,4,3,Listing by: Coldwell Banker Advantage,,,,/homedetails/80-Emily-Ln-Staten-Island-NY-10312/32360804_zpid/,false,true,true,false,4,3,Staten Island,USA,USD,1.7085E+12,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,false,true,false,false,,false,false,false,40.560772,true,,,,,,,,1324,-74.18504,sqft,1200,,,,,,,425000,-25000,425000,"$25,000 (Feb 21)",2999,false,NY,80 Emily Ln,446000,6551618000,,,409800,10312,32360804,https://photos.zillowstatic.com/fp/fe03cc3b99bae5ee164089ab011ea30b-p_e.jpg,,,false,false,false,true,false,false,false,40.560772,-74.18504,,,,For Sale by Agent,,,,ForSale,,"$425,000",$425K,ForSale,For Sale (Broker),false,Townhouse for sale,FOR_SALE,6551618000,,,,"$25,000 (Feb 21)",PRICE_REDUCTION,false,32360804
"951 President St APT 1R, Brooklyn, NY 11215",0,,1,2,Listing by: Compass,,,,/homedetails/951-President-St-APT-1R-Brooklyn-NY-11215/79717915_zpid/,false,true,true,false,1,2,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.672283,true,,,,,,,,0,-73.971306,,,,,,,,,1000000,,1000000,,4194,false,NY,951 President St APT 1R,,1099506000,Apt 1R,,1007600,11215,79717915,https://photos.zillowstatic.com/fp/8ec40a569338dbc4af1608d086943f46-p_e.jpg,,,false,false,false,true,false,false,false,40.672283,-73.971306,,,,For Sale by Agent,,,,ForSale,,"$1,000,000",$1.00M,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,1099506000,,,,,,false,79717915
"36 Shale St, Staten Island, NY 10314",1547,,2,3,Listing by: DiTommaso Real Estate,,,,/homedetails/36-Shale-St-Staten-Island-NY-10314/32313434_zpid/,false,true,true,false,2,3,Staten Island,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.584297,true,,,,,,,,1547,-74.1507,sqft,2200,,,,,,,599000,,599000,,2999,false,NY,36 Shale St,590000,681932000,,,603700,10314,32313434,https://photos.zillowstatic.com/fp/8b08e8a506bad6d042e0cf76ead5672c-p_e.jpg,,,false,false,false,true,false,false,false,40.584297,-74.1507,,,,For Sale by Agent,,,,ForSale,,"$599,000",$599K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,681932000,,,,,,false,32313434
"106-16 215th St, Queens Village, NY 11429",,,2,5,Listing by: Real Broker NY LLC,,,,/homedetails/10616-215th-St-Jamaica-NY-11429/32160950_zpid/,false,true,true,false,2,5,Jamaica,USA,USD,1.70289E+12,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,false,true,false,false,,false,false,false,40.71101,true,,,,,,,,,-73.740486,sqft,3108,,,,,,,889000,-10000,889000,"$10,000 (Dec 18)",4559,false,NY,106-16 215th St,666000,12255646000,,,,11429,32160950,https://photos.zillowstatic.com/fp/2d31cbedee97897da0e9e06663a083ca-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.71101,-73.740486,,,,For Sale by Agent,,,,ForSale,,"$889,000",$889K,ForSale,For Sale (Broker),false,Multi-family home for sale,FOR_SALE,12255646000,,,,"$10,000 (Dec 18)",PRICE_REDUCTION,false,32160950
"10 E 64th St, New York, NY 10065",8725,,6,5,Listing by: Modlin Group,,,,/homedetails/10-E-64th-St-New-York-NY-10065/31533428_zpid/,false,true,true,false,6,5,New York,USA,USD,1.69407E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.766903,true,,,,,,,,8725,-73.97015,,,,,,,,,22500000,-4000000,22500000,,58108,false,NY,10 E 64th St,15287000,15881272000,,,,10065,31533428,https://photos.zillowstatic.com/fp/dec1967f76160bb2d9a2b8fc9457528b-p_e.jpg,,,false,false,false,true,false,false,false,40.766903,-73.97015,,,,For Sale by Agent,,,,ForSale,,"$22,500,000",$22.5M,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,15881272000,,,,,,false,31533428
"2547 W 2nd St, Brooklyn, NY",,,,,,40.5872--73.971,,false,/b/2547-w-2nd-st-brooklyn-ny-5Y9y4z/,false,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/63bff24ddb8b9d7a1f984c8501b2520e-p_e.jpg,,true,false,false,false,,false,,,40.5872,-73.971,,,1004011910,,950,1,2,,1690684,"From $238,500",,,,,For Rent,FOR_SALE,9501461000,2,,,,,,
"28 Jackson Ave, Staten Island, NY 10305",1728,,1,2,Listing by: Fillmore Real Estate Fusion Team,,,,/homedetails/28-Jackson-Ave-Staten-Island-NY-10305/32323075_zpid/,false,true,true,false,1,2,Staten Island,USA,USD,,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,false,true,false,false,,false,false,false,40.596832,,,true,,,,,,1728,-74.06716,sqft,2500,,,,,,,599900,,599900,,3144,false,NY,28 Jackson Ave,701000,1005806000,,,,10305,32323075,https://photos.zillowstatic.com/fp/4950e9ce522cdc1838a6c036092395d3-p_e.jpg,,,false,false,false,true,false,false,false,40.596832,-74.06716,,,,Non Owner Occupied,,,,ForSale,,"$599,900",$600K,ForSale,Foreclosure,false,Foreclosure,FOR_SALE,1005806000,,,,,,false,32323075
"450 Clinton St APT 1A, Brooklyn, NY 11231",1150,,2,2,Listing by: Compass,,,,/homedetails/450-Clinton-St-APT-1A-Brooklyn-NY-11231/79709284_zpid/,false,true,true,false,2,2,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.6812,true,,,,,,,,1150,-73.9992,,,,,,,,,999000,,999000,,5896,false,NY,450 Clinton St APT 1A,,657150000,Apt 1A,,996900,11231,79709284,https://photos.zillowstatic.com/fp/b9fe094cb5b13b1d4009cc2fe6df1ec3-p_e.jpg,,,false,false,false,true,false,false,false,40.6812,-73.9992,,,,For Sale by Agent,,,,ForSale,,"$999,000",$999K,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,657150000,,,,,,false,79709284
"124 Bertha Pl, Staten Island, NY 10301",2808,,4,5,Listing by: VYLLA Home,,,,/homedetails/124-Bertha-Pl-Staten-Island-NY-10301/32286376_zpid/,false,true,true,false,4,5,Staten Island,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.623188,true,,,,,,,,2808,-74.09244,sqft,10682,,,,,,,1349900,,1349900,,2611,false,NY,124 Bertha Pl,1120000,2476686000,,,,10301,32286376,https://photos.zillowstatic.com/fp/4c47de9871e53d263f847e76093f169c-p_e.jpg,,,false,false,false,true,false,false,false,40.623188,-74.09244,,,,For Sale by Agent,,,,ForSale,,"$1,349,900",$1.35M,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,2476686000,,,,,,false,32286376
"420 6th Avenue UNIT 5, Park Slope, NY 11215",,,1,2,Listing by: RE/MAX Team,,,,/homedetails/420-6th-Ave-APT-5-Brooklyn-NY-11215/119911819_zpid/,false,true,true,false,1,2,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.668625,true,,,,,,,,,-73.98363,,,,,,,,,398000,,398000,,3750,false,NY,420 6th Avenue UNIT 5,,3767707000,Apt 5,,362900,11215,119911819,https://photos.zillowstatic.com/fp/c16499a11ec8bd877c5eebf19e634455-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.668625,-73.98363,,,,For Sale by Agent,,,,ForSale,,"$398,000",$398K,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,3767707000,,,,,,false,119911819
